연번,충전소명,사용시간,이용자제한,충전기상태,충전기타입,소재지도로명주소,소재지지번주소,세부위치,관리업체명,업체전화번호,위도,경도,충전소ID,충전기ID,충전기용량,기관ID,전용주차장,상태갱신일시,데이터기준일자
권선구_42_6,수원 와이씨티칠보마을6단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 금곡로 20 ,경기도 수원시 권선구 금곡동 1100번지 Y CITY(와이시티),601동 전면부 지하주차장 1층,에버온,1661-7766,37.269307,126.939609,EV001937,EV00193706,완속(7kW),EV,Y,,2021-11-30
권선구_42_7,수원 와이씨티칠보마을6단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 금곡로 20 ,경기도 수원시 권선구 금곡동 1100번지 Y CITY(와이시티),601동 전면부 지하주차장 1층,에버온,1661-7766,37.269307,126.939609,EV001937,EV00193707,완속(7kW),EV,Y,,2021-11-30
권선구_43_1,수원_오목천동청구2차1주차장,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매송고색로506번길 17,경기도 수원시 권선구 오목천동 381번지 청구2차아파트,제1지하주차장 1층,에버온,1661-7766,37.243519,126.961988,EV003401,EV00340101,완속(7kW),EV,Y,,2021-11-30
권선구_43_2,수원_오목천동청구2차1주차장,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매송고색로506번길 17,경기도 수원시 권선구 오목천동 381번지 청구2차아파트,제1지하주차장 1층,에버온,1661-7766,37.243519,126.961988,EV003401,EV00340102,완속(7kW),EV,Y,,2021-11-30
권선구_43_3,수원_오목천동청구2차1주차장,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매송고색로506번길 17,경기도 수원시 권선구 오목천동 381번지 청구2차아파트,제1지하주차장 1층,에버온,1661-7766,37.243519,126.961988,EV003401,EV00340103,완속(7kW),EV,Y,,2021-11-30
권선구_43_4,수원_오목천동청구2차1주차장,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매송고색로506번길 17,경기도 수원시 권선구 오목천동 381번지 청구2차아파트,제1지하주차장 1층,에버온,1661-7766,37.243519,126.961988,EV003401,EV00340104,완속(7kW),EV,Y,,2021-11-30
권선구_44_1,수원_오목천동청구2차2주차장,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매송고색로506번길 17,경기도 수원시 권선구 오목천동 381번지 청구2차아파트,제2지하주차장 1층,에버온,1661-7766,37.243676,126.963025,EV003402,EV00340201,완속(7kW),EV,Y,,2021-11-30
권선구_44_2,수원_오목천동청구2차2주차장,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매송고색로506번길 17,경기도 수원시 권선구 오목천동 381번지 청구2차아파트,제2지하주차장 1층,에버온,1661-7766,37.243676,126.963025,EV003402,EV00340202,완속(7kW),EV,Y,,2021-11-30
권선구_44_3,수원_오목천동청구2차2주차장,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매송고색로506번길 17,경기도 수원시 권선구 오목천동 381번지 청구2차아파트,제2지하주차장 1층,에버온,1661-7766,37.243676,126.963025,EV003402,EV00340203,완속(7kW),EV,Y,,2021-11-30
권선구_45_1,호매실 휴먼시아 15단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 호매실로165번길 70,경기도 수원시 권선구 호매실동 1388번지 수원호매실휴먼시아15단지아파트,1503동 전면부 지하주차장 2층,에버온,1661-7766,37.260045,126.951857,EV000651,EV00065101,완속(7kW),EV,Y,,2021-11-30
권선구_45_2,호매실 휴먼시아 15단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 호매실로165번길 70 ,경기도 수원시 권선구 호매실동 1388번지 수원호매실휴먼시아15단지아파트,1503동 전면부 지하주차장 2층,에버온,1661-7766,37.260045,126.951857,EV000651,EV00065102,완속(7kW),EV,Y,,2021-11-30
권선구_45_3,호매실 휴먼시아 15단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 호매실로165번길 70 ,경기도 수원시 권선구 호매실동 1388번지 수원호매실휴먼시아15단지아파트,1503동 전면부 지하주차장 2층,에버온,1661-7766,37.260045,126.951857,EV000651,EV00065103,완속(7kW),EV,Y,,2021-11-30
권선구_45_4,호매실 휴먼시아 15단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 호매실로165번길 70 ,경기도 수원시 권선구 호매실동 1388번지 수원호매실휴먼시아15단지아파트,1503동 전면부 지하주차장 2층,에버온,1661-7766,37.260045,126.951857,EV000651,EV00065104,완속(7kW),EV,Y,,2021-11-30
권선구_45_5,호매실 휴먼시아 15단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 호매실로165번길 70 ,경기도 수원시 권선구 호매실동 1388번지 수원호매실휴먼시아15단지아파트,1503동 전면부 지하주차장 2층,에버온,1661-7766,37.260045,126.951857,EV000651,EV00065105,완속(7kW),EV,Y,,2021-11-30
권선구_46_1,호매실 휴먼시아 16단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 호매실로165번길 30,경기도 수원시 권선구 호매실동 1389번지 수원호매실휴먼시아16단지아파트,1601동 전면부 지하주차장 1층,에버온,1661-7766,37.259417,126.954182,EV000645,EV00064501,완속(7kW),EV,Y,,2021-11-30
권선구_46_2,호매실 휴먼시아 16단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 호매실로165번길 30,경기도 수원시 권선구 호매실동 1389번지 수원호매실휴먼시아16단지아파트,1601동 전면부 지하주차장 1층,에버온,1661-7766,37.259417,126.954182,EV000645,EV00064502,완속(7kW),EV,Y,,2021-11-30
권선구_47_1,호매실 휴먼시아 4단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 금곡로 137,경기도 수원시 권선구 금곡동 1072번지 수원호매실휴먼시아4단지아파트,402동 전면부 지하주차장 1층,에버온,1661-7766,37.274981,126.947024,EV000639,EV00063901,완속(7kW),EV,Y,,2021-11-30
권선구_47_2,호매실 휴먼시아 4단지,24시간 이용가능,입주자 외 이용제한,3,AC완속,경기도 수원시 권선구 금곡로 137,경기도 수원시 권선구 금곡동 1072번지 수원호매실휴먼시아4단지아파트,402동 전면부 지하주차장 1층,에버온,1661-7766,37.274981,126.947024,EV000639,EV00063902,완속(7kW),EV,Y,,2021-11-30
권선구_48_1,호매실 휴먼시아 7단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 금곡로102번길 126,경기도 수원시 권선구 호매실동 1340번지 수원호매실휴먼시아7단지아파트,709동 전면부 지하주차장 1층,에버온,1661-7766,37.269194,126.942411,EV000641,EV00064101,완속(7kW),EV,Y,,2021-11-30
권선구_48_2,호매실 휴먼시아 7단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 금곡로102번길 126,경기도 수원시 권선구 호매실동 1340번지 수원호매실휴먼시아7단지아파트,709동 전면부 지하주차장 1층,에버온,1661-7766,37.269194,126.942411,EV000641,EV00064102,완속(7kW),EV,Y,,2021-11-30
권선구_49_1,호매실 휴먼시아 8단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 금곡로140번길 29,경기도 수원시 권선구 금곡동 1095번지 수원호매실휴먼시아8단지아파트,803동 전면부 지하주차장 1층,에버온,1661-7766,37.272479,126.947462,EV000640,EV00064001,완속(7kW),EV,Y,,2021-11-30
권선구_49_2,호매실 휴먼시아 8단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 금곡로140번길 29,경기도 수원시 권선구 금곡동 1095번지 수원호매실휴먼시아8단지아파트,803동 전면부 지하주차장 1층,에버온,1661-7766,37.272479,126.947462,EV000640,EV00064002,완속(7kW),EV,Y,,2021-11-30
권선구_49_3,호매실 휴먼시아 8단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 금곡로140번길 29,경기도 수원시 권선구 금곡동 1095번지 수원호매실휴먼시아8단지아파트,803동 전면부 지하주차장 1층,에버온,1661-7766,37.272479,126.947462,EV000640,EV00064003,완속(7kW),EV,Y,,2021-11-30
권선구_50_1,세양청마루아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 서둔로239번길 19-9,경기도 수원시 권선구 탑동 896번지 수원탑동세양청마루아파트,102동 지하주차장 1층,클린일렉스,1811-1350,37.272192,126.978231,KL001186,KL00118601,완속(7kW),KL,Y,,2021-11-30
권선구_51_1,수원 세종타운721오피스텔,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 권선구 금곡로 204,경기도 수원시 권선구 금곡동 1118-1번지,지하 4층 주차장,이카플러그,1833-4577,37.273802,126.953607,EP200398,EP20039801,완속(7kW),EP,Y,,2021-11-30
권선구_51_2,수원 세종타운721오피스텔,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 권선구 금곡로 204,경기도 수원시 권선구 금곡동 1118-1번지,지하 4층 주차장,이카플러그,1833-4577,37.273802,126.953607,EP200398,EP20039802,완속(7kW),EP,Y,,2021-11-30
권선구_51_3,수원 세종타운721오피스텔,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 권선구 금곡로 204,경기도 수원시 권선구 금곡동 1118-1번지,지하 4층 주차장,이카플러그,1833-4577,37.273802,126.953607,EP200398,EP20039803,완속(7kW),EP,Y,,2021-11-30
권선구_51_4,수원 세종타운721오피스텔,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 권선구 금곡로 204,경기도 수원시 권선구 금곡동 1118-1번지,지하 4층 주차장,이카플러그,1833-4577,37.273802,126.953607,EP200398,EP20039804,완속(7kW),EP,Y,,2021-11-30
권선구_51_5,수원 세종타운721오피스텔,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 권선구 금곡로 204,경기도 수원시 권선구 금곡동 1118-1번지,지하 4층 주차장,이카플러그,1833-4577,37.273802,126.953607,EP200398,EP20039805,완속(7kW),EP,Y,,2021-11-30
권선구_52_1,수원 식자재마트,06:00~23:00,이용자 제한 없음,2,AC완속,경기도 수원시 권선구 서수원로 345,경기도 수원시 권선구 호매실동 1405번지,지상 4층 주차장,이카플러그,1833-4577,37.256244,126.964042,EP190001,EP19000101,완속(7kW),EP,Y,,2021-11-30
권선구_52_2,수원 식자재마트,06:00~23:00,이용자 제한 없음,2,AC완속,경기도 수원시 권선구 서수원로 345,경기도 수원시 권선구 호매실동 1405번지,지상 4층 주차장,이카플러그,1833-4577,37.256244,126.964042,EP190001,EP19000102,완속(7kW),EP,Y,,2021-11-30
권선구_53_1,수원 현대하우징(주)커낼파크오피스텔,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 권선구 금곡로196번길 15,경기도 수원시 권선구 금곡동 1118-3번지,지하 2층 주차장,이카플러그,1833-4577,37.272958,126.952743,EP200399,EP20039901,완속(7kW),EP,Y,,2021-11-30
권선구_53_2,수원 현대하우징(주)커낼파크오피스텔,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 권선구 금곡로196번길 15,경기도 수원시 권선구 금곡동 1118-3번지,지하 2층 주차장,이카플러그,1833-4577,37.272958,126.952743,EP200399,EP20039902,완속(7kW),EP,Y,,2021-11-30
권선구_53_3,수원 현대하우징(주)커낼파크오피스텔,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 권선구 금곡로196번길 15,경기도 수원시 권선구 금곡동 1118-3번지,지하 2층 주차장,클린일렉스,1811-1350,37.272958,126.952743,,,완속(7kW),,Y,,2021-11-30
권선구_54_1,삼천리권선2차,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매탄로 25,경기도 수원시 권선구 권선동 1238번지 삼천리권선2차아파트,105동 전면부 지하주차장 3층,파워큐브,1833-8017,37.254146,127.037671,PW000510,PW00051001,완속(7kW),PW,Y,,2021-11-30
권선구_54_2,삼천리권선2차,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매탄로 25,경기도 수원시 권선구 권선동 1238번지 삼천리권선2차아파트,105동 전면부 지하주차장 3층,파워큐브,1833-8017,37.254146,127.037671,PW000510,PW00051002,완속(7kW),PW,Y,,2021-11-30
권선구_54_3,삼천리권선2차,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매탄로 25,경기도 수원시 권선구 권선동 1238번지 삼천리권선2차아파트,105동 전면부 지하주차장 3층,파워큐브,1833-8017,37.254146,127.037671,PW000510,PW00051003,완속(7kW),PW,Y,,2021-11-30
권선구_54_4,삼천리권선2차,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매탄로 25,경기도 수원시 권선구 권선동 1238번지 삼천리권선2차아파트,105동 전면부 지하주차장 2층,파워큐브,1833-8017,37.254146,127.037671,PW000510,PW00051004,완속(7kW),PW,Y,,2021-11-30
권선구_54_5,삼천리권선2차,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 권선구 매탄로 25,경기도 수원시 권선구 권선동 1238번지 삼천리권선2차아파트,105동 전면부 지하주차장 2층,파워큐브,1833-8017,37.254146,127.037671,PW000510,PW00051005,완속(7kW),PW,Y,,2021-11-30
권선구_55_1,수원성원아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 일월천로4번길 74,경기도 수원시 권선구 구운동 893번지 성원아파트,105동 전면부 지하주차장 2층,파워큐브,1833-8017,37.283538,126.976687,PW010475,PW01047501,완속(7kW),PW,Y,,2021-11-30
권선구_55_2,수원성원아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 일월천로4번길 74,경기도 수원시 권선구 구운동 893번지 성원아파트,105동 전면부 지하주차장 2층,파워큐브,1833-8017,37.283538,126.976687,PW010475,PW01047502,완속(7kW),PW,Y,,2021-11-30
권선구_55_3,수원성원아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 일월천로4번길 74,경기도 수원시 권선구 구운동 893번지 성원아파트,105동 전면부 지하주차장 2층,파워큐브,1833-8017,37.283538,126.976687,PW010475,PW01047503,완속(7kW),PW,Y,,2021-11-30
권선구_56_1,일신우남,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 덕영대로 1323번길 26-7,경기도 수원시 권선구 권선동 1320번지 권선우남,233동 전면부 지하주차장 1층,파워큐브,1833-8017,37.247792,127.036566,PW000380,PW00038001,완속(7kW),PW,Y,,2021-11-30
권선구_56_2,일신우남,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 덕영대로 1323번길 26-7,경기도 수원시 권선구 권선동 1320번지 권선우남,233동 전면부 지하주차장 1층,파워큐브,1833-8017,37.247792,127.036566,PW000380,PW00038002,완속(7kW),PW,Y,,2021-11-30
권선구_57_1,호반써밋수원,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매곡로 67,경기도 수원시 권선구 금곡동 1146번지 호반써밋수원,108동 전면부 지하주차장 1층,파워큐브,1833-8017,37.271092,126.953605,PW010193,PW01019301,완속(7kW),PW,Y,,2021-11-30
권선구_57_2,호반써밋수원,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매곡로 67,경기도 수원시 권선구 금곡동 1146번지 호반써밋수원,108동 전면부 지하주차장 1층,파워큐브,1833-8017,37.271092,126.953605,PW010193,PW01019302,완속(7kW),PW,Y,,2021-11-30
권선구_57_3,호반써밋수원,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매곡로 67,경기도 수원시 권선구 금곡동 1146번지 호반써밋수원,108동 전면부 지하주차장 1층,파워큐브,1833-8017,37.271092,126.953605,PW010193,PW01019303,완속(7kW),PW,Y,,2021-11-30
권선구_57_4,호반써밋수원,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매곡로 67,경기도 수원시 권선구 금곡동 1146번지 호반써밋수원,108동 전면부 지하주차장 1층,파워큐브,1833-8017,37.271092,126.953605,PW010193,PW01019304,완속(7kW),PW,Y,,2021-11-30
권선구_57_5,호반써밋수원,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매곡로 67,경기도 수원시 권선구 금곡동 1146번지 호반써밋수원,108동 전면부 지하주차장 1층,파워큐브,1833-8017,37.271092,126.953605,PW010193,PW01019305,완속(7kW),PW,Y,,2021-11-30
권선구_57_6,호반써밋수원,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 매곡로 67,경기도 수원시 권선구 금곡동 1146번지 호반써밋수원,108동 전면부 지하주차장 1층,파워큐브,1833-8017,37.271092,126.953605,PW010193,PW01019306,완속(7kW),PW,Y,,2021-11-30
권선구_57_7,호반써밋수원,24시간 이용가능,입주자 외 이용제한,3,AC완속,경기도 수원시 권선구 매곡로 67,경기도 수원시 권선구 금곡동 1146번지 호반써밋수원,108동 전면부 지하주차장 1층,파워큐브,1833-8017,37.271092,126.953605,PW010193,PW01019307,완속(7kW),PW,Y,,2021-11-30
권선구_57_8,호반써밋수원,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 권선구 매곡로 67,경기도 수원시 권선구 금곡동 1146번지 호반써밋수원,108동 전면부 지하주차장 1층,파워큐브,1833-8017,37.271092,126.953605,PW010193,PW01019308,완속(7kW),PW,Y,,2021-11-30
권선구_57_9,호반써밋수원,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 권선구 매곡로 67,경기도 수원시 권선구 금곡동 1146번지 호반써밋수원,108동 전면부 지하주차장 1층,파워큐브,1833-8017,37.271092,126.953605,PW010193,PW01019309,완속(7kW),PW,Y,,2021-11-30
권선구_58_1,한라비발디아파트2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 당진로31번길 16,경기도 수원시 권선구 당수동 742번지 한라비발디아파트2단지,제1지하주차장 입구,매니지온,1833-2377,37.292386,126.940173,MO411112,MO41111201,완속(7kW),MO,Y,,2021-11-30
권선구_58_2,한라비발디아파트2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 당진로31번길 16,경기도 수원시 권선구 당수동 742번지 한라비발디아파트2단지,제1지하주차장 입구,매니지온,1833-2377,37.292386,126.940173,MO411112,MO41111202,완속(7kW),MO,Y,,2021-11-30
권선구_58_3,한라비발디아파트2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 당진로31번길 16,경기도 수원시 권선구 당수동 742번지 한라비발디아파트2단지,제1지하주차장 입구,매니지온,1833-2377,37.292386,126.940173,MO411112,MO41111203,완속(7kW),MO,Y,,2021-11-30
권선구_58_4,한라비발디아파트2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 당진로31번길 16,경기도 수원시 권선구 당수동 742번지 한라비발디아파트2단지,제1지하주차장 1층,매니지온,1833-2377,37.292654,126.939427,MO411112,MO41111204,완속(7kW),MO,Y,,2021-11-30
권선구_58_5,한라비발디아파트2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 당진로31번길 16,경기도 수원시 권선구 당수동 742번지 한라비발디아파트2단지,제1지하주차장 1층,매니지온,1833-2377,37.292654,126.939427,MO411112,MO41111205,완속(7kW),MO,Y,,2021-11-30
권선구_58_6,한라비발디아파트2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 당진로31번길 16,경기도 수원시 권선구 당수동 742번지 한라비발디아파트2단지,제2지하주차장 1층,매니지온,1833-2377,37.293608,126.937928,MO411112,MO41111206,완속(7kW),MO,Y,,2021-11-30
권선구_58_7,한라비발디아파트2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 당진로31번길 16,경기도 수원시 권선구 당수동 742번지 한라비발디아파트2단지,제2지하주차장 1층,매니지온,1833-2377,37.293608,126.937928,MO411112,MO41111207,완속(7kW),MO,Y,,2021-11-30
권선구_58_8,한라비발디아파트2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 당진로31번길 16,경기도 수원시 권선구 당수동 742번지 한라비발디아파트2단지,제2지하주차장 2층,매니지온,1833-2377,37.293608,126.937928,MO411112,MO41111208,완속(7kW),MO,Y,,2021-11-30
권선구_58_9,한라비발디아파트2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 당진로31번길 16,경기도 수원시 권선구 당수동 742번지 한라비발디아파트2단지,제2지하주차장 2층,매니지온,1833-2377,37.293608,126.937928,MO411112,MO41111209,완속(7kW),MO,Y,,2021-11-30
권선구_59_1,한라비발디아파트1단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 당진로15번길 19-10,경기도 수원시 권선구 당수동 743번지 한라비발디아파트1단지,101동 전면부 지하주차장 1층,클린일렉스,1811-1350,37.290947,126.938584,KL001907,KL00190701,완속(7kW),KL,Y,,2021-11-30
권선구_59_2,한라비발디아파트1단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 당진로15번길 19-10,경기도 수원시 권선구 당수동 743번지 한라비발디아파트1단지,104동 전면부 지하주차장 2층,클린일렉스,1811-1350,37.290483,126.938572,KL001907,KL00190702,완속(7kW),KL,Y,,2021-11-30
권선구_59_3,한라비발디아파트1단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 당진로15번길 19-10,경기도 수원시 권선구 당수동 743번지 한라비발디아파트1단지,104동 전면부 지하주차장 2층,클린일렉스,1811-1350,37.290483,126.938572,KL001907,KL00190703,완속(7kW),KL,Y,,2021-11-30
권선구_59_4,한라비발디아파트1단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 당진로15번길 19-10,경기도 수원시 권선구 당수동 743번지 한라비발디아파트1단지,104동 전면부 지하주차장 2층,클린일렉스,1811-1350,37.290483,126.938572,KL001907,KL00190704,완속(7kW),KL,Y,,2021-11-30
권선구_59_5,한라비발디아파트1단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 당진로15번길 19-10,경기도 수원시 권선구 당수동 743번지 한라비발디아파트1단지,104동 전면부 지하주차장 2층,클린일렉스,1811-1350,37.290483,126.938572,KL001907,KL00190705,완속(7kW),KL,Y,,2021-11-30
권선구_60_1,오목천푸르지오2단지1,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 서수원로183번길 2,경기도 수원시 권선구 오목천동 956번지 오목천동푸르지오2단지,203동 전면부 지하주차장 1층,한국전기차인프라기술,1877-6546,37.244577,126.967611,KE000334,KE00033401,완속(7kW),KE,Y,,2021-11-30
권선구_60_2,오목천푸르지오2단지1,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 서수원로183번길 2,경기도 수원시 권선구 오목천동 956번지 오목천동푸르지오2단지,203동 전면부 지하주차장 1층,한국전기차인프라기술,1877-6546,37.244577,126.967611,KE000334,KE00033402,완속(7kW),KE,Y,,2021-11-30
권선구_60_3,오목천푸르지오2단지1,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 서수원로183번길 2,경기도 수원시 권선구 오목천동 956번지 오목천동푸르지오2단지,203동 전면부 지하주차장 1층,한국전기차인프라기술,1877-6546,37.244577,126.967611,KE000334,KE00033403,완속(7kW),KE,Y,,2021-11-30
권선구_61_1,오목천푸르지오2단지2,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 서수원로183번길 2,경기도 수원시 권선구 오목천동 956번지 오목천동푸르지오2단지,202동 전면부 지하주차장 1층,한국전기차인프라기술,1877-6546,37.244115,126.967852,KE000265,KE00026501,완속(7kW),KE,Y,,2021-11-30
권선구_61_2,오목천푸르지오2단지2,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 서수원로183번길 2,경기도 수원시 권선구 오목천동 956번지 오목천동푸르지오2단지,202동 전면부 지하주차장 1층,한국전기차인프라기술,1877-6546,37.244115,126.967852,KE000265,KE00026502,완속(7kW),KE,Y,,2021-11-30
권선구_62_1,수원시 영조아름다운나날2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 서수원로 161-12,경기도 수원시 권선구 오목천동 960번지 영조아름다운나날2단지,202동 전면부 지하주차장 1층,차지비,1600-4047,37.242201,126.968596,PI313032,PI31303201,완속(7kW),PI,Y,,2021-11-30
권선구_62_2,수원시 영조아름다운나날2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 서수원로 161-12,경기도 수원시 권선구 오목천동 960번지 영조아름다운나날2단지,202동 전면부 지하주차장 1층,차지비,1600-4047,37.242201,126.968596,PI313032,PI31303202,완속(7kW),PI,Y,,2021-11-30
권선구_62_3,수원시 영조아름다운나날2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 서수원로 161-12,경기도 수원시 권선구 오목천동 960번지 영조아름다운나날2단지,202동 전면부 지하주차장 1층,차지비,1600-4047,37.242201,126.968596,PI313032,PI31303203,완속(7kW),PI,Y,,2021-11-30
권선구_62_4,수원시 영조아름다운나날2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 서수원로 161-12,경기도 수원시 권선구 오목천동 960번지 영조아름다운나날2단지,202동 전면부 지하주차장 1층,차지비,1600-4047,37.242201,126.968596,PI313032,PI31303204,완속(7kW),PI,Y,,2021-11-30
권선구_62_5,수원시 영조아름다운나날2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 서수원로 161-12,경기도 수원시 권선구 오목천동 960번지 영조아름다운나날2단지,202동 전면부 지하주차장 1층,차지비,1600-4047,37.242201,126.968596,PI313032,PI31303205,완속(7kW),PI,Y,,2021-11-30
권선구_62_6,수원시 영조아름다운나날2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 서수원로 161-12,경기도 수원시 권선구 오목천동 960번지 영조아름다운나날2단지,101동 전면부 지하주차장 1층,차지비,1600-4047,37.240828,126.969511,PI313032,PI31303206,완속(7kW),PI,Y,,2021-11-30
권선구_62_7,수원시 영조아름다운나날2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 권선구 서수원로 161-12,경기도 수원시 권선구 오목천동 960번지 영조아름다운나날2단지,101동 전면부 지하주차장 1층,차지비,1600-4047,37.240828,126.969511,PI313032,PI31303207,완속(7kW),PI,Y,,2021-11-30
권선구_63_1,서수원레이크푸르지오2단지,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 권선구 입북로77번길 61,경기도 수원시 권선구 입북동 815번지 서수원레이크푸르지오2단지,201동 전면부 지하주차장 1층,클린일렉스,1811-1350,37.299004,126.952934,KL001934,KL00193401,완속(7kW),KL,Y,,2021-11-30
권선구_63_2,서수원레이크푸르지오2단지,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 권선구 입북로77번길 61,경기도 수원시 권선구 입북동 815번지 서수원레이크푸르지오2단지,201동 전면부 지하주차장 1층,클린일렉스,1811-1350,37.299004,126.952934,KL001934,KL00193402,완속(7kW),KL,Y,,2021-11-30
권선구_63_3,서수원레이크푸르지오2단지,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 권선구 입북로77번길 61,경기도 수원시 권선구 입북동 815번지 서수원레이크푸르지오2단지,201동 전면부 지하주차장 1층,클린일렉스,1811-1350,37.299004,126.952934,KL001934,KL00193403,완속(7kW),KL,Y,,2021-11-30
